comment,date,day,time
"Justice Paintsil hmm 2026 will be scripted and rigged for messi , u guys can start your camping",2023-11-06,Monday,00:00:00
Justice Paintsil,2023-11-06,Monday,00:00:00
Why don't you say your opinion,2023-11-06,Monday,00:00:00
Justice Paintsil no body care about your daamb opinion,2023-11-06,Monday,00:00:00
🚩 HT: Luton 0-0 Liverpool\n\nPlease follow up for more updates ❤️🙏,2023-11-06,Monday,00:00:00
Justice Paintsil GOAT Leo Messi 🏅 🏆⚽️🇦🇷,2023-11-06,Monday,00:00:00
"Justice Paintsil u go cry tire u one, no man will say ashia",2023-11-06,Monday,00:00:00
Justice Paintsil cry more penaldo fans,2023-11-06,Monday,00:00:00
Justice Paintsil no one here is talking about cr7 you know this shows your lack of mind Read the room first,2023-11-06,Monday,00:00:00
Justice Paintsil congratulations\nbro\nFor not promoting robbery,2023-11-06,Monday,00:00:00
Justice Paintsil lol 😆 😆 is dis not the greatest joke of the year or of the century?!!💯,2023-11-06,Monday,00:00:00
The word # 10MESSI is just an abbreviation of football,2023-11-06,Monday,00:00:00
Lol,2023-11-06,Monday,00:00:00
Justice Paintsil let's crying together 😭😭😭,2023-11-06,Monday,00:00:00
Justice Paintsil now let’s post it without crying hard,2023-11-06,Monday,00:00:00
"Justice Paintsil U obviously know nothing about football then, Messi is number 2 of all time, Ronaldo only just gets in the top 20",2023-11-06,Monday,00:00:00
Justice Paintsil just say you've always been a fan of penaldo 🤣🤣,2023-11-06,Monday,00:00:00
Justice Paintsil joke of the year😂,2023-11-06,Monday,00:00:00
"Justice Paintsil I thought almost the same thing, but changed my mind very soon.",2023-11-06,Monday,00:00:00
"Justice Paintsil HOW MANY TIMES YOU GUYS ARE GONNA COPY PASTE THIS SAME BS COMMENT, CANT WRITE SOMETHING NEW?\nOH SORRY MY BAD I FORGOT YOU GUYS DONT HAVE ANYTHING NEW TO WRITE ABOUT 🤣🤣🤣",2023-11-06,Monday,00:00:00
Justice Paintsil I used to think Messi was the goat too. Then I saw Ronaldo score three champions leagues so I started supporting him. Then Messi won the World Cup. Now I support Messi again. What does that make me Mr Justice? Yup. That’s what you are 🙂,2023-11-06,Monday,00:00:00
Justice Paintsil you are crazy to say that man,2023-11-06,Monday,00:00:00
"I've known you to always talk down on your ability despite your brilliance and achievements. What an uncommon humility.\n\nForget football, Messi is a great teacher. An inspiration to millions of people across the globe.",2023-11-06,Monday,00:00:00
"Abdulbaki Jatto because he is a fraud..deep down he doesn't mean that😅😅😅this dude is fake when he steps out to the public to say something, playing the victim card for the love of the people all the time and yet he's got an attitude,a hidden one for that matter🤦",2023-11-06,Monday,00:00:00
Abdulbaki Jatto an inspiration???\nWhat a joke,2023-11-06,Monday,00:00:00
Jokes of the day,2023-11-06,Monday,00:00:00
At this point it wasn't rigged😂😂,2023-11-06,Monday,00:00:00
Chi Nedumije at this point Ronaldo fans were saying Messi can never win the world cup and i was totally sad I even cried but in the end Messi won it 😭😭😭\nRonaldo fans need to be admitted to the hospital before it's too late 😄,2023-11-06,Monday,00:00:00
Chi Nedumije 🤣,2023-11-06,Monday,00:00:00
Chi Nedumije yes definitely 😂😂,2023-11-06,Monday,00:00:00
Mario Gotze celebrating Messi and Argentina winning the World Cup. We’ve come full circle. 😘,2023-11-06,Monday,00:00:00
"Iz Zul 2014 , cr7 fans did not remember the word scripted , corrupt, gifted, fraud and 2022 they started going on rampage because they are not just happy with messi's success....",2023-11-06,Monday,00:00:00
"There's absolutely nothing difficult for the goat 🐐 anymore, somebody who wins 8 Ballon d'Ors , would like to see him playing #Lionel8ballondo\nr 😁💪🇦🇷",2023-11-06,Monday,00:00:00
"My Goat 🐐 isn't proud. He doesn't make mouth. Deep down, he knows he'll be available to help the team win another world cup but he's just being himself, Messi 👌",2023-11-06,Monday,00:00:00
Argentina winning the next world cup with Messi in the team even as a benchwarmer is the worse nightmare for the citizens of Siiiiuuuuuuu Republic. 😭😭,2023-11-06,Monday,00:00:00
Katie Black 😁😁😁😁😁😁. suuui republic for me😁,2023-11-06,Monday,00:00:00
Katie Black that Siiiuuuuuu Republic got me 😂😂😂😂,2023-11-06,Monday,00:00:00
Katie Black you want them to commit suicide,2023-11-06,Monday,00:00:00
Katie Black Wait ..what? Penalda got renamed to Siiiiuuuuuuu Republic. What are we gonna call the citizens now? Penaldian or Siiiiiuuuuuu nationals.,2023-11-06,Monday,00:00:00
Now let's focus on the Super Ballon D'or before 38.\n\nRonaldo fans will only cry water not blood,2023-11-06,Monday,00:00:00
Israel Onun Pendu fans proid of their idolo reaching 1k goals in easy fixed 🐫 league 😂 but but why Arabian fans 🤣,2023-11-06,Monday,00:00:00
"Israel Onun he will probably win number 9 ,even thought playing in MLS.hehehehe fifa boy",2023-11-06,Monday,00:00:00
Football is in him so he will definitely be worth watching.9,2023-11-06,Monday,00:00:00
I will suggest he retires!!,2023-11-06,Monday,00:00:00
Don Reubs Daniel they said this back in 2018 after being knocked out by France,2023-11-06,Monday,00:00:00
Lebajwa Modise he has achieved everything!\nLet him rest with glory!!,2023-11-06,Monday,00:00:00
"Don Reubs Daniel its sad but i think hes better off from world cup 2026, nothing to prove more, yes time to rest",2023-11-06,Monday,00:00:00
Don Reubs Daniel No it's not time yet,2023-11-06,Monday,00:00:00
Dire Messi sans ajouter le Champion du monde est un manque de respect envers son égard 😬,2023-11-06,Monday,00:00:00
Diallo Ingénieur Là plus grande arnaque de tous les temps.Il n’a gagné aucun ballons ni souliers tous à été donné par toutes la bande des tricheurs.,2023-11-06,Monday,00:00:00
It's time to rigged another world cup.. Cry at the Corner 😭,2023-11-06,Monday,00:00:00
"He Will play, 2026 wc\n...bcz all his ability is natural... That isn’t going anywhere in these time. He can be the Golden ball winner again if he plays.",2023-11-06,Monday,00:00:00
Another 9th balloon'or loading if my gaot wins another world cup..\n\nPenaldo fans will definitely cry blood.😂🤣,2023-11-06,Monday,00:00:00
Ronaldo fans are scared already 😂 😂,2023-11-06,Monday,00:00:00
"Congratulation in advance you can do it again, the Messiah ✌️ of football.",2023-11-06,Monday,00:00:00
He is the only player to win ballon dor to all clubs he as played for.,2023-11-06,Monday,00:00:00
Everything is possible with the GOAT,2023-11-06,Monday,00:00:00
𝐏𝐨𝐮𝐫𝐪𝐮𝐨𝐢 𝐩𝐚𝐬,2023-11-06,Monday,00:00:00
hmmmmmm talent will still speak for him till then,2023-11-06,Monday,00:00:00
He will is 9th ballon d or,2023-11-06,Monday,00:00:00
"Boy can’t rest till Ronaldo retires, bro if you’re really the best you would just retire already, but he knows he’s irrelevant without Ronaldo",2023-11-06,Monday,00:00:00
Atewe David Destiny between the two of them who is old enough to retire? Tell you tap-in king to leave the Portuguese team alone,2023-11-06,Monday,00:00:00
"Ben Asumadu at least tap in king hadn’t won the World Cup which you guys said it’s the greatest trophy ever and Messi has completed football, so why don’t he retire , 8 ballon d’or, the World Cup, why going through all this stress again?",2023-11-06,Monday,00:00:00
"Atewe David Destiny he is not going thru any stress, he is just having fun",2023-11-06,Monday,00:00:00
"If Lionel Infantino promises him, then he can play in 2026 🙏",2023-11-06,Monday,00:00:00
Malay Halder Plabon u mean fifa also told Ronaldo and the entire Portugal team not to score against Morocco. That means Ronaldo also rigged the world cup for Messi. That is good. Just continue to cry,2023-11-06,Monday,00:00:00
Malay Halder Plabon Blamed them not Messi 🤣,2023-11-06,Monday,00:00:00
It's easy to say but difficult to stop THE GOAT MESSI,2023-11-06,Monday,00:00:00
"without him there's no world cup,,,,he'll rather be there as the referee",2023-11-06,Monday,00:00:00
U should be joining South American club or European,2023-11-06,Monday,00:00:00
"As long as FIFA assures him of rigging, he will surely play",2023-11-06,Monday,00:00:00
It won’t be if every journalist in Argentina votes for you…,2023-11-06,Monday,00:00:00
It’s very easy for them again penalty wl b awarded so many,2023-11-06,Monday,00:00:00
Jaykishan Ansolia clown penaldo took 3 penalties in five games in euro and still get kicked out of last euro. With penalties penaldo still cant win 1 wc.,2023-11-06,Monday,00:00:00
If they set it Up again for him Ofc he will Play,2023-11-06,Monday,00:00:00
Nicholas Puglisi mumu,2023-11-06,Monday,00:00:00
🤫 buddy,2023-11-06,Monday,00:00:00
Nicholas Puglisi like they set it up for Morocco right 😂😂😂😂,2023-11-06,Monday,00:00:00
"What tf does Morocco have with Argentina winning the World Cup ? What are you, dumb?",2023-11-06,Monday,00:00:00
Well he said he would like to play next year's Olympics and try and win his s3cond Gold medal 🏅,2023-11-06,Monday,00:00:00
Ever since Benzem and Neymar went to Saudi Arabia. We no hear abt them again but there is this man Cr7♥️ we hear of him all time 😂\n\nOne & Only 🐐,2023-11-06,Monday,00:00:00
It purely depends on infantino and his Crew...I believe they will provide all necessary ingredients for them to win again without breaking sweat,2023-11-06,Monday,00:00:00
"Alvin Noel which type of tear is this? Now we are grouping all the Penaldo fan tears. We have sour tear, bitter tear, delusional tear, novice tear, clueless tear, pain tear. Can u please identify your category cause urs seem like an out of this world tear",2023-11-06,Monday,00:00:00
Alvin Noel u mean they also told Ronaldo and the entire Portugal team not to score against Morocco. That means Ronaldo also rigged the world cup for Messi.,2023-11-06,Monday,00:00:00
Alvin Noel pain is real 😂😂😂,2023-11-06,Monday,00:00:00
Before Ronaldo say enough is enough this man won't be able to retire even willing to,2023-11-06,Monday,00:00:00
Managing FIFA right! 😂,2023-11-06,Monday,00:00:00
Your tap in king is busy tapping goals against camels at the desert. Please say hi to him on my behalf,2023-11-06,Monday,00:00:00
We'll seeeeeeeeeeeeee\neeeee❤️❤️,2023-11-06,Monday,00:00:00
We are going for the 9 and 10,2023-11-06,Monday,00:00:00
Pain went straight to...,2023-11-06,Monday,00:00:00
Shaan A Q bunch of fools 🤡😂,2023-11-06,Monday,00:00:00
🚩 HT: Luton 0-0 Liverpool\n\nPlease follow up for more updates ❤️🙏,2023-11-06,Monday,00:00:00
Shaan A Q i don't understand why most of them are Indians and Africans..,2023-11-06,Monday,00:00:00
I drew him,2023-11-06,Monday,00:00:00
Pls follow me up 🙏,2023-11-06,Monday,00:00:00
If they can also gives best and coolest human being. U can't h a t e Messi.,2023-11-06,Monday,00:00:00
"If you die today, where will you go after death, Heaven or hell? use very well the few days given to us.\n\nSi tu meurs aujourd'hui, où iras-tu après la mort, Paradis ou enfer? utilisons très bien nos peu des jours qui nous sont donnés.",2023-11-06,Monday,00:00:00
Even pendu own country helped Messi 🤣🤣,2023-11-06,Monday,00:00:00
"Don't trust him o, this is the same thing he said before the 2022 wc only for him to win it.",2023-11-06,Monday,00:00:00
Nawzad Ali,2023-11-06,Monday,00:00:00
The pain of winning the World Cup and 8 ballon dors and yet still the majority refuse to recognize and acknowledge you as GOAT🐐,2023-11-06,Monday,00:00:00
"Haggs Mulenga If you really analysed Messi's charecter & everytime he goes on Interviews you'd know he's just a Footballer who has love for the Game. He's not looking for the GOAT status & dosent even claim it in Public interviews thou he could if he wanted to. So think about Argentina , his Argentina Friends , Family & Argentine people those are people who keep him playing since he wants to make them happy. So with these being said you'll realise that “mojority people” arent even the top 10 reason's he still wants to play for his country , sometimes your opinions about people isn't as Important as you feel it is",2023-11-06,Monday,00:00:00
Thus the handouts....,2023-11-06,Monday,00:00:00
"Haggs Mulenga majority of who? schoolboys? because majority of ucl coaches, professional sports academic supports and proclaim messi as G.O.A.T",2023-11-06,Monday,00:00:00
Rigging again???,2023-11-06,Monday,00:00:00
Messi already won the next world cup. Just give him the trophy,2023-11-06,Monday,00:00:00
depends on how much fifa wants him to 😂😂,2023-11-06,Monday,00:00:00
You are trying to hard...,2023-11-06,Monday,00:00:00
I can't skip you 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,2023-11-06,Monday,00:00:00
"Instead of 5 penalties out 7 games, he will try for 6 penalties out of 7 games",2023-11-06,Monday,00:00:00
The 9th ballon d'or loading,2023-11-06,Monday,00:00:00
"Everything depends on Fifa if they want help him again, it's uncertain at this point.",2023-11-06,Monday,00:00:00
Horace Bautista cry harder bro😂😂😂😂😂,2023-11-06,Monday,00:00:00
"Anyibama Lucky first I'm not ur bro, then, go and learn some fútbol and come back.",2023-11-06,Monday,00:00:00
"Horace Bautista ▫️The most prestigious competition in Football became a rigged Tournament for him.\n\n▫️The oldest International Tournament in the world became a farmer’s Tournament because he won it.\n\n▫️The most prestigious individual Award in Football became a journalist voted Award because he has won it the most.\n\n▫️The most prestigious Goalscoring Award in Football became a statpadding Award because he has won it the most.\n\nA 5'7 little boy from Rosario rigged the whole Football.\n\nHE'S HIM, THE GAME'S GREATEST EVER. HE'S INFINITY. ♾️👑🐐\n\nCaption: Nur Hasan Emon\n\n#MSB10",2023-11-06,Monday,00:00:00
"Anyibama Lucky ok smart guy, tell me why iniesta, xavi or casillas didn't won in 2010 when they won the world cup? I'll wait.",2023-11-06,Monday,00:00:00
Horace Bautista did any of those names u mentioned won 5 man of the match award in the 7 wc games played ?\n\nSecond who won 2010 WC best player?\n\nAm waiting,2023-11-06,Monday,00:00:00
Horace Bautista because they did not have the golden ball look at modric he didnt win the world cup,2023-11-06,Monday,00:00:00
Horace Bautista we both wil see know who will go n learn some football after our comments here.\n\nNote:don't run o😂,2023-11-06,Monday,00:00:00
"Anyibama Lucky u see, u don't have any idea of fútbol. Bye fan boy.",2023-11-06,Monday,00:00:00
"Horace Bautista Then why he didn't win 2006,10,14 and 18 WC.. can you explain it without crying?",2023-11-06,Monday,00:00:00
"Horace Bautista Penaldo robbed 4 Ballon dor. 2013 (Ribery), 2014 (Ramos or Neuer), 2016 (Messi), 2017 (Messi). Year 2013, Messi and Ribery won everything, Ronaldo better statistics but Ballon dor - Ronaldo. 2016 and 2017 year, Messi better statistics, Ronaldo won Champions League. Ballon dor - Ronaldo again 🤣 Year 2006, Ronaldinho won La Liga and Champions League, Cannavaro won World Cup. Ballon dor? Cannavaro. Year 2014, Ronaldo won Champions League, Neuer won league + World Cup. Ballon dor? Ronaldo again 🤣. Ronaldo fans say that Lewandovski was stolen in 2021. Lewandovski in 2021 had 60 goals and 10 assists. In 2016, Messi had 59 goals and 31 assists but Ronaldo won Ballon dor 🤣 Penaldo is a FIFA boy, not Messi. P.S. 2002 year, Brazilian Ronaldo scored only 20 goals in year but won Ballon dor. Why? World cup.",2023-11-06,Monday,00:00:00
Horace Bautista u mean fifa also also told Ronaldo and the entire Portugal team not to score against Morocco. That means Ronaldo also rigged the world cup for Messi. That is good. Just continue to cry,2023-11-06,Monday,00:00:00
"His structure is a massive advantage, he can play till 40",2023-11-06,Monday,00:00:00
9th ballon d'or loading,2023-11-06,Monday,00:00:00
"Ack Victor even at 90 he will still get it, FIFA favorite son 😂😂",2023-11-06,Monday,00:00:00
Josiah Ephraim untill u understand that it's not fifa that awards the baron u will b complaining always,2023-11-06,Monday,00:00:00
Ack Victor they will always blackmail people and make it look it's actually people who vote when they have a final touch,2023-11-06,Monday,00:00:00
Josiah Ephraim 🤣🤣\nRonaldo won it 4times was it also blackmail,2023-11-06,Monday,00:00:00
"Ack Victor this time they made people clearly believe that ballon d'or is worthless after Haaland's robbery, the boy achieved everything",2023-11-06,Monday,00:00:00
"Josiah Ephraim they just don't look at tap-in goals they also look at assists,chances\ncreated, successful dribles, discipline etc",2023-11-06,Monday,00:00:00
Ack Victor aaah koma yai😂😂 players will nolonger waste their time attending this useless ceremony full of biasness,2023-11-06,Monday,00:00:00
Josiah Ephraim wen Ronaldo was winning no one talked of biasness now that it's the G.O.A.T awe sure,2023-11-06,Monday,00:00:00
Ack Victor why are u trying to misuse the word G. O. A. T🐐🤷,2023-11-06,Monday,00:00:00
Josiah Ephraim 🤣🤣🤣\nHow else should I use it if not on Leo,2023-11-06,Monday,00:00:00
"I'm a Ronaldo fan.. and whenever I see this guy..I just cry, I don't know why it pains too much..",2023-11-06,Monday,00:00:00
Last time he didn’t win it. It was given to him by FIFA,2023-11-06,Monday,00:00:00
Don't say it early because siuuuuu myt postpone his retirement.🤣🤣🤣🤣,2023-11-06,Monday,00:00:00
Messi playing doesn't guarantee Argentina World Cup title it better he retired b4 then he has achieved everything already no need to play 2026,2023-11-06,Monday,00:00:00
Just take the penalty kick until final like you used to do 😁,2023-11-06,Monday,00:00:00
Balondor is nothing to do with best in the world. It’s all corruption,2023-11-06,Monday,00:00:00
Chi Rayn golden boot?,2023-11-06,Monday,00:00:00
Nicky Trần,2023-11-06,Monday,00:00:00
Bad news for haters,2023-11-06,Monday,00:00:00
What is expected of you is to play a single minute # then the ballond'or is urs ...,2023-11-06,Monday,00:00:00
As a Messi fan Haaland deserved to see Messi lift the 8th Balon dor,2023-11-06,Monday,00:00:00
Make it happened and i will cheer up again in front of tv shouting Leo Messi,2023-11-06,Monday,00:00:00
"Messi, not a human in field of play",2023-11-06,Monday,00:00:00
Greatest of all time ❤,2023-11-06,Monday,00:00:00
Hope for the best,2023-11-06,Monday,00:00:00
Atleast he's being honest. 👍,2023-11-06,Monday,00:00:00
"I have lost respect for Balon d or and Rigged World cup.\n\nThe most credible award is Dubai d or. It is won with sweat, hardwork and blood. Not with dirty politics.\n\nUCL is the only corrupt free competition. It is not 🚫 won with penalties, offside goals, red cards, penalties, or controversial decisions.\n\nTo know the best, just check UCL records and Dubia d or awards. The only upright institutions.",2023-11-06,Monday,00:00:00
Adante Adante justify how rigged world cup was.,2023-11-06,Monday,00:00:00
"Messi is nothing outside Spain will all know stop hiding it, how hat trick has he score since he left Barcelona . Fifa boy playing all his life in his compound and after real marid no one else is in Spanish league. Ronaldo went to saudi all by himself while Messi went to mls with fifa backing him with some old Barcelona cargo full of cheats, Barcelona suffering for all the rob matchs the play with Messi fifa cheat. Fine Fifa boy won world cup with Argentina but it is Argentina first time winning it , the have won it without Messi so it not the special it all but hype. Meanwhile Ronaldo won Portugal first euro that Ronaldo effect, Portugal is nothing without cristiano ronaldo, Use your brain.",2023-11-06,Monday,00:00:00
👍,2023-11-06,Monday,00:00:00
Make France catch u again Mr.FIFA's son.,2023-11-06,Monday,00:00:00
Greatest robber of football history,2023-11-06,Monday,00:00:00
"Altab Hossan ▫️The most prestigious competition in Football became a rigged Tournament for him.\n\n▫️The oldest International Tournament in the world became a farmer’s Tournament because he won it.\n\n▫️The most prestigious individual Award in Football became a journalist voted Award because he has won it the most.\n\n▫️The most prestigious Goalscoring Award in Football became a statpadding Award because he has won it the most.\n\nA 5'7 little boy from Rosario rigged the whole Football.\n\nHE'S HIM, THE GAME'S GREATEST EVER. HE'S INFINITY. ♾️👑🐐\n\nCaption: Nur Hasan Emon\n\n#MSB10",2023-11-06,Monday,00:00:00
Altab Hossan When will you stop crying?,2023-11-06,Monday,00:00:00
Please return back to Europe Top 5 Leagues,2023-11-06,Monday,00:00:00
"He can win one more with 5 penalties, still he rot in MLS 😂😂😂😂",2023-11-06,Monday,00:00:00
34'\nLuton 0-0 Liverpool,2023-11-06,Monday,00:00:00
FIFA fixes the World Cup for Argentina to win... They clearly were not Favourites. They still can do it anyway,2023-11-06,Monday,00:00:00
"James Mulendu Paul ▫️The most prestigious competition in Football became a rigged Tournament for him.\n\n▫️The oldest International Tournament in the world became a farmer’s Tournament because he won it.\n\n▫️The most prestigious individual Award in Football became a journalist voted Award because he has won it the most.\n\n▫️The most prestigious Goalscoring Award in Football became a statpadding Award because he has won it the most.\n\nA 5'7 little boy from Rosario rigged the whole Football.\n\nHE'S HIM, THE GAME'S GREATEST EVER. HE'S INFINITY. ♾️👑🐐\n\nCaption: Nur Hasan Emon\n\n#MSB10",2023-11-06,Monday,00:00:00
James Mulendu Paul Pity for you having a bitter life like your idolo 😂,2023-11-06,Monday,00:00:00
"James Mulendu PaulPenaldo robbed 4 Ballon dor. 2013 (Ribery), 2014 (Ramos or Neuer), 2016 (Messi), 2017 (Messi). Year 2013, Messi and Ribery won everything, Ronaldo better statistics but Ballon dor - Ronaldo. 2016 and 2017 year, Messi better statistics, Ronaldo won Champions League. Ballon dor - Ronaldo again 🤣 Year 2006, Ronaldinho won La Liga and Champions League, Cannavaro won World Cup. Ballon dor? Cannavaro. Year 2014, Ronaldo won Champions League, Neuer won league + World Cup. Ballon dor? Ronaldo again 🤣. Ronaldo fans say that Lewandovski was stolen in 2021. Lewandovski in 2021 had 60 goals and 10 assists. In 2016, Messi had 59 goals and 31 assists but Ronaldo won Ballon dor 🤣 Penaldo is a FIFA boy, not Messi. P.S. 2002 year, Brazilian Ronaldo scored only 20 goals in year but won Ballon dor. Why? World cup.",2023-11-06,Monday,00:00:00
"Amir Ćosić you're pointless.. Barca won a treble, Spain won the World Cup... why was the Balon Dor given to Messi and not Xavi or Iniesta?",2023-11-06,Monday,00:00:00
"Amir Ćosić And that's a lesson to you and anyone who is that clueless about football , that winning the world cup is not about being good on paper or looking like favourites but it's about who wants it more & who has more hunger even without looking like the best. Hence we saw Argentina fight so much againts countries like Netherlands since they didn't care on being favourites or not but gave their 200% for it because being good on paper isn't enough hence we saw countries like Spain & Portugal lose to a African Morocco who no one even expected to reach the Quarter Finals",2023-11-06,Monday,00:00:00
Gigga La Liga II 5 penalties all controversial..\n. FIFA recalled Messi from Retirement to give him the World Cup... that is information that people who a clueless about football should know. I bet you don't know Messi was called from Retirement 😂,2023-11-06,Monday,00:00:00
"James Mulendu Paul you really are way over the stupidity level if you think FIFA is the reason Messi came back to Argentina Squad when it's Argentine Legends & Fans who wanted him back. And how could FIFA call him back then let him lose the 2018 World Cup again 🤔 Like are you that much of a idiot , how would you call someone back to “make him favours” then still let him lose the same trophy that made him retire in 2014 again. If this really makes sense to you , You are more delusional than I thought for real 🤦🏻",2023-11-06,Monday,00:00:00
"Gigga La Liga II you worship Messi too much, you won't understand this Coz I think your brain is somewhere in your rectum. I leave it there.",2023-11-06,Monday,00:00:00
"James Mulendu Paul Nah your brain is the one that has issues to even think a whole tournament which is the biggest tournament in all sports can just be fixed for 1 person 🤔 A tournament that's been happening for over 40 years can be fixed all of a sudden just because Messi has won it? So if there's someone who has brain issues it's you like your claims are so stupid considering you are a grown man 🤦🏻 It's just so pathetic that Messi losing the 2014 makes you laugh but him winning the 2022 final is “fixed” like are you that much of a sore loser to rejoice when one fails but still hate when he wins? Nah fix your heart bro that's some evil heart you got there , Enjoying people's downfalls but when they win you still have an issue 🤔 so pathetic grow up.",2023-11-06,Monday,00:00:00
"Gigga La Liga II you grow up and use your name not some fancy high-school name Gigga wtf 😂😂😂, Messi worshiper",2023-11-06,Monday,00:00:00
"James Mulendu Paul\n\nYear 2013, Messi and Ribery won everything, Ronaldo better statistics but Ballon dor - Ronaldo. 2016 and 2017 year, Messi better statistics, Ronaldo won Champions League. Ballon dor - Ronaldo again ??? 🤣🤣🤣",2023-11-06,Monday,00:00:00
"He'll win it back to back ,🤍🦂",2023-11-06,Monday,00:00:00
"The best player in history, the king of football❤️\n\nHe's truly a gift from heaven. You have made history the GOAT. You're a definition of Real Talent,\n\neveryone who agrees with me puts a heart and follows us thank you so much 🧡 🐐🌺💪Messi😘",2023-11-06,Monday,00:00:00
Just wants another Ballon D'or and the way FIFA does it he would probably win Lol.,2023-11-06,Monday,00:00:00
Best fifa hand it to him again 😅,2023-11-06,Monday,00:00:00
That’s what he said about the previous one so they rigged it and gave it to him. Now he wants another,2023-11-06,Monday,00:00:00
Dw he just has to score one goal in the season and they'll call him the best 😂,2023-11-06,Monday,00:00:00
Oy shustho hoye khelte parle apnader kiiii,2023-11-06,Monday,00:00:00
"Ballondor is a disgrace for given messi 2012, 2019,2023,2010 ballondor\n\nAnd for given ronaldo 2013 ballondor\n\nD award Is rubbish and a fraud",2023-11-06,Monday,00:00:00
One last time...I want to watch both of you CR7 and LM10 at the greatest show on earth,2023-11-06,Monday,00:00:00
"Yes,it will shock them 😀",2023-11-06,Monday,00:00:00
But ronaldo :: i will play until my legs gives up .if my nation needs i will play,2023-11-06,Monday,00:00:00
Be far too old,2023-11-06,Monday,00:00:00
Retire when you want because Ronaldo just want to have more goals than you. If you don't he won't. 😂🙄,2023-11-06,Monday,00:00:00
التاسعه بالجيب,2023-11-06,Monday,00:00:00
"At that age you will just embarrassed himself, don't let's greed overwrite commonsense.",2023-11-06,Monday,00:00:00
Best signing of the season laliga and ucl top scorer. JB,2023-11-06,Monday,00:00:00
Yahaya Sabo Musialia deserve it worth 2 Trophies and wait too soon dunde he still nothing 😂,2023-11-06,Monday,00:00:00
Humility at it's best!,2023-11-06,Monday,00:00:00
Penalty for Argentina 🤭🤭,2023-11-06,Monday,00:00:00
D-Silva D-No hirus los ne🤣🤣,2023-11-06,Monday,00:00:00
"Francisco D Assis Pinto realidade, 🤣",2023-11-06,Monday,00:00:00
D-Silva D-No kontinua tanis ba😀🤣,2023-11-06,Monday,00:00:00
Francisco D Assis Pinto haha.. lae liu maun... So que ita tu asiste puro competisaun mk Kal laiha fali na... 😅🤣,2023-11-06,Monday,00:00:00
D-Silva D-No ema sira vota ne kala mauputar ho maudoko 😀🤣🤣,2023-11-06,Monday,00:00:00
Depends on if FIFA wants to gift him again,2023-11-06,Monday,00:00:00
Nicholas Phillipowsky u mean fifa also told Ronaldo and the entire Portugal team not to score against Morocco. That means Ronaldo also rigged the world cup for Messi. That is good. Just continue to cry,2023-11-06,Monday,00:00:00
If to say there is an opportunity of buying players portugal will do that,2023-11-06,Monday,00:00:00
"The word *will see"" is better than no",2023-11-06,Monday,00:00:00
we just have to wait for 2 years,2023-11-06,Monday,00:00:00
Leo Messi is not going to retire before 2026 world cup for sure. It will depend on his physical fitness.,2023-11-06,Monday,00:00:00
Don’t worry you got the refs on your side and fifa you’ll win again,2023-11-06,Monday,00:00:00
"With fifa by your side, nothing is difficult",2023-11-06,Monday,00:00:00
When the GOAT said we'll see just know it's done ✔️ 🤗🤗🫂,2023-11-06,Monday,00:00:00
His gonna make them cry again in the copa america and next World Cup 🤣while their goat will bottle it against big teams like always,2023-11-06,Monday,00:00:00
"Whom you ll see ,,ur dads 😂😂",2023-11-06,Monday,00:00:00
Now pain is tired,2023-11-06,Monday,00:00:00
Why would he ? They will not give him another one.,2023-11-06,Monday,00:00:00
Messi being messi isn't talked about enough🐐,2023-11-06,Monday,00:00:00
Dont come cheater,2023-11-06,Monday,00:00:00
"Messi, relax. No more World Cup. Haaland and Mbappe need the Ballon d'Or too",2023-11-06,Monday,00:00:00
If fifa is still on your Dog chain!,2023-11-06,Monday,00:00:00
Asef Razzak Blamed them not Messi or FIFA 🤣,2023-11-06,Monday,00:00:00
"Betterman Simidi Musasia Usually when you go in as hot favourites dealing with the expectations becomes the issue, I don't see them past Qs. But he remains the GOAT.",2023-11-06,Monday,00:00:00
Chris Wanda they have only lost one game in 50 games. I can't see a better team at the moment. France team will get worse as we near WC.,2023-11-06,Monday,00:00:00
Betterman Simidi Musasia wacha tuone 2026 alot may change. And let's do kahawa when you have a minute,2023-11-06,Monday,00:00:00
Chris Wanda sawa brother,2023-11-06,Monday,00:00:00
"""We\'ll see if fifa can help me out that time""",2023-11-06,Monday,00:00:00
Hashim Malik if fifa rigs it just 1 more time for Lumber 1,2023-11-06,Monday,00:00:00
Shahroz Zahoor Malik JBH sir😂💀,2023-11-06,Monday,00:00:00
Just remove the 6 pernalty goals from this trophy..and give it to another country,2023-11-06,Monday,00:00:00
Prince Don Francis Likewise remove penalties from PR7's career and he will be left empty handed,2023-11-06,Monday,00:00:00
He will go,2023-11-06,Monday,00:00:00
Did they want to rig another world cup for him,2023-11-06,Monday,00:00:00
"We dont want any scandalous World cup, he must retire before he does what he did in Qatar ( Rigging it)",2023-11-06,Monday,00:00:00
Silindukuza Ngqasa u mean fifa also told Ronaldo and the entire Portugal team not to score against Morocco. That means Ronaldo also rigged the world cup for Messi. That is good. Just continue to cry,2023-11-06,Monday,00:00:00
Silindukuza Ngqasa You mean this scandalous of all time 😂,2023-11-06,Monday,00:00:00
Following in the footsteps of his GOAT\nCR7,2023-11-06,Monday,00:00:00
