text,comments,shares,reaction_count,like,love,haha,wow,sad,angry,date,day,posting_time
"Manchester United CEO Richard Arnold will leave Old Trafford before the end of the year as the club prepare for Sir Jim Ratcliffe's investment 🔴

GOAL.COM
Richard Arnold to go! Man Utd begin ruthless shake-up after dismal year as Sir Jim Ratcliffe makes first significant move ahead of officially joining Red Devils | Goal.com UK",28.0,4,1406,1355,34,11,2,0,0,2023-11-15,Wednesday,12
"Brazil's doctor has given a serious update on Neymar's recovery from his ACL injury 🤕

GOAL.COM
Neymar facing huge comeback challenge as Brazil doctor gives honest update on his ACL injury",33.0,16,2048,1691,29,16,2,299,1,2023-11-15,Wednesday,11
David Beckham met Virat Kohli and Sachin Tendulkar before India's Cricket World Cup semi-final 🇮🇳,172.0,269,24508,18801,5296,41,27,2,1,2023-11-15,Wednesday,11
Erling Haaland takes on True or False challenge 👀 Manchester City,66.0,41,6513,5912,555,13,2,1,0,2023-11-15,Wednesday,10
"Move over Pep, the Roberto De Zerbi era has begun 👑",867.0,50,18125,15549,1012,1461,34,3,0,2023-11-15,Wednesday,9
"Football winner stays on: this young Manchester United fan is backing Lisandro Martinez all the way 💪

#football #premierleague #soccer #manchesterunited #mufc #epl",3568.0,795,49565,37109,5644,6020,55,13,12,2023-11-15,Wednesday,9
Christian Pulisic really is the LeBron James of soccer 😤,47.0,8,3140,2765,310,44,2,1,0,2023-11-15,Wednesday,4
"Lionel Messi is always smiling when he's with his country 🇦🇷

GOAL.COM
Lionel Messi loves the international break! Inter Miami star cannot stop smiling as he trains with Argentina team-mates ahead of Uruguay and Brazil games | Goal.com UK",128.0,18,10617,9201,1189,128,2,0,3,2023-11-15,Wednesday,2
Pick a trio: MSN or BBC? 🤔,2184.0,104,9907,7297,2388,15,8,7,0,2023-11-15,Wednesday,0
"Antoine Griezmann recently swapped shirts with Kansas City Chiefs quarterback Patrick Mahomes 🇺🇸

GOAL.COM
Sporting KC boss addresses transfer rumours after Atletico Madrid star swaps jerseys with Chiefs quarterback Patrick Mahomes",4.0,4,1127,1095,24,2,2,1,0,2023-11-14,Tuesday,23
"UEFA are considering inviting Al-Nassr to the Champions League for the 2024/25 season, according to Ali Al-Harbi 🇸🇦

They believe Al-Nassr are considered ""one of the three most popular clubs in the world"" 😱

The Cristiano Ronaldo effect ™️

Mr Champions League could have one final dance 🐐",5100.0,3183,77574,49204,16073,9973,676,40,161,2023-11-14,Tuesday,22
"Luis Diaz has been reunited with his father in his homeland for the first time since the latter's kidnapping ordeal ❤️

GOAL.COM
Liverpool star Luis Diaz emotionally reunites with father in Colombia for first time since kidnapping ordeal where he went 'almost 12 days without sleep' | Goal.com UK",23.0,9,2345,2094,224,0,3,1,0,2023-11-14,Tuesday,21
Jude Bellingham is out of this world 🛸,268.0,34,9477,7839,1383,193,9,2,0,2023-11-14,Tuesday,20
Endrick pulled up to Brazil duty for the first time looking fly 🥶,41.0,62,7972,6059,1707,19,5,2,1,2023-11-14,Tuesday,17
"Lionel Messi will play in the 2026 World Cup... on one condition 👀 👇

GOAL.COM
Argentina must do this for Messi to play at 2026 World Cup",475.0,32,10217,8731,1122,220,10,3,3,2023-11-14,Tuesday,16
Building the perfect footballer BATTLE: are you taking player 1 or player 2? 👀,62.0,11,5513,5260,218,9,5,0,1,2023-11-14,Tuesday,15
The Saudi Pro League really wanted Victor Osimhen 🤑,520.0,51,10883,9665,941,190,34,5,3,2023-11-14,Tuesday,13
"Kylian Mbappe is told how to get his Real Madrid move 😯

GOAL.COM
Your move! Kylian Mbappe told what he must do to secure move to Real Madrid",25.0,8,2013,1852,27,126,4,1,1,2023-11-14,Tuesday,12
The top goalscorers in Europe's big five leagues 💫,634.0,137,26731,22200,4246,30,39,3,0,2023-11-14,Tuesday,11
Fans say Jude Bellingham will become the English GOAT 🐐,41.0,13,3099,2765,275,34,1,1,0,2023-11-14,Tuesday,10
"Napoli have faced big changes in the last five months 😬

GOAL.COM
How Napoli went from immortal Serie A champions to also-rans in just five months",27.0,10,1935,1892,31,6,3,2,0,2023-11-14,Tuesday,9
Philippe Coutinho and Georginio Wijnaldum play against 30 kids 🤣 Liverpool FC,1638.0,2118,96792,73500,9270,13158,125,17,8,2023-11-14,Tuesday,9
Choosing the ultimate Man City v Chelsea 5 five-a-side 🤔,773.0,52,10110,9788,249,31,7,2,4,2023-11-14,Tuesday,9
"Saudi Pro League clubs are interested in Jadon Sancho and Richarlison, according to The Telegraph 🇸🇦

Sancho has not appeared for the club in any competition since the Nottingham Forest clash in August 😳

Richarlison has been struggling for form ever since he joined the club last summer 😬

In the current campaign, he has scored just two goals in 11 matches across all competitions 😅

Saudi Pro League clubs are preparing to make a move in the January transfer window 💵",123.0,19,4472,4047,89,314,8,7,0,2023-11-14,Tuesday,4
"Robert Lewandowski sets the record straight 😤

GOAL.COM
'Total accident' - Lewandowski hits back at claims he blanked Barcelona wonderkid Yamal during Alaves win",18.0,1,1694,1633,46,11,1,2,1,2023-11-14,Tuesday,2
Victor Osimhen had both of these shirts 👀,83.0,12,6487,5848,584,15,6,2,1,2023-11-14,Tuesday,0
"Sir Alex Ferguson and a whole host of Manchester United legends paid tribute to Sir Bobby Charlton at his funeral 🕊

GOAL.COM
WATCH: Sir Alex Ferguson pays emotional tribute to Sir Bobby Charlton after joining former Man Utd stars Peter Schmeichel, Paul Scholes and Bryan Robson at funeral to say final farewell to club legend",6.0,2,1041,995,34,1,0,5,0,2023-11-13,Monday,22
Lionel Messi is unstoppable 🐐,1225.0,361,26838,18236,6317,1651,26,3,8,2023-11-13,Monday,19
"Raphael Varane's gone from being a Real Madrid legend to Jonny Evans' back-up at Manchester United 😬

GOAL.COM
Raphael Varane's sad Man Utd decline: From Real Madrid legend to Jonny Evans' back-up",158.0,10,2497,2034,19,414,9,16,2,2023-11-13,Monday,18
Premier League fans think Jude Bellingham is better than Lionel Messi 😳,606.0,22,5548,3244,560,1679,7,2,6,2023-11-13,Monday,17
"Bayern Munich's message to Real Madrid regarding their Alphonso Davies pursuit is clear 👀

GOAL.COM
Bayern Munich president sends out warning to Real Madrid over €50m pursuit of Alphonso Davies",32.0,6,3001,2889,92,10,4,0,0,2023-11-13,Monday,16
"Guess the football career path: turns out the streets did forget these players 🤷

#football #premierleague #soccer",19.0,5,1384,1316,56,8,1,1,0,2023-11-13,Monday,16
Man Utd fans are confident of winning the Champions League 👀,130.0,16,1932,1448,42,433,1,3,2,2023-11-13,Monday,15
"Raphael Varane reveals how he feels losing his Manchester United place 😱

GOAL.COM
Revealed: Raphael Varane's stance on losing Man Utd place",49.0,5,2114,2057,24,19,1,7,1,2023-11-13,Monday,14
Manchester United blind rankings: Paul Pogba had him shook 😵‍💫,39.0,12,1530,1405,80,37,4,1,0,2023-11-13,Monday,14
France players always arrive in style 😎,331.0,46,15731,13278,2260,62,14,1,1,2023-11-13,Monday,13
Mohamed Salah surprised his biggest fan and got a beautiful reaction ❤️ Liverpool FC,728.0,2417,48603,32548,14019,942,55,6,80,2023-11-13,Monday,13
"Pep Guardiola aims a dig at Arsenal after Manchester City's draw to Chelsea 😳

GOAL.COM
Pep Guardiola aims dig at Arsenal as he lauds Chelsea performance",205.0,9,3301,3099,36,155,4,0,4,2023-11-13,Monday,12
Harry Kane knows 😏,617.0,141,20447,15083,4653,254,19,3,4,2023-11-13,Monday,10
"Jurgen Klopp is furious ahead of Liverpool's game against Man City 😡

GOAL.COM
'They cannot feel football!' - Jurgen Klopp blasts TV companies in fresh early kick-offs rant",51.0,4,1843,1682,28,127,1,1,1,2023-11-13,Monday,9
Chelsea v Manchester City: pick your five-a-side team ⚔️,456.0,22,3643,2980,138,502,5,2,7,2023-11-13,Monday,9
"Xavi says the media are harming Barcelona 😡

GOAL.COM
Xavi claims the media are 'harming' Barcelona by creating 'massive wave of negativity'",100.0,9,1625,1308,29,278,2,6,2,2023-11-13,Monday,5
The Premier League title race 🍿,1093.0,231,38781,32914,5473,73,89,3,6,2023-11-13,Monday,3
"The Newcastle fan who went up against Kieran Trippier speaks out 🤨

GOAL.COM
Newcastle fan who provoked Kieran Trippier into angry touchline row speaks out on 'stupid' incident",10.0,2,1418,1377,26,9,4,0,0,2023-11-13,Monday,1
Girona are leading La Liga 🤯,419.0,83,20702,18117,2255,83,132,4,4,2023-11-12,Sunday,23
"Roberto De Zerbi is keeping it real 😅

GOAL.COM
Roberto De Zerbi launches scathing attack on Premier League officials",20.0,8,1518,1473,26,13,1,0,1,2023-11-12,Sunday,21
Ex-Manchester City boys in the goals 😏,400.0,72,34090,29414,4350,94,20,8,4,2023-11-12,Sunday,20
"Absolute chaos at Stamford Bridge 🤯

GOAL.COM
Chelsea player ratings vs Man City: Are you watching Gareth Southgate?! Raheem Sterling unplayable",107.0,13,7654,7426,196,5,3,1,1,2023-11-12,Sunday,19
IT HAD TO BE COLE PALMER 🤯,713.0,197,49818,42544,6798,71,35,6,6,2023-11-12,Sunday,18
Mohamed Salah in the Premier League this season 👑,227.0,53,12561,10303,2116,16,10,0,1,2023-11-12,Sunday,18
Endrick scores a stunner for Palmeiras 🇧🇷,114.0,142,11435,7863,3227,14,26,2,0,2023-11-12,Sunday,17
"Erik ten Hag is putting in extra hours 😧

GOAL.COM
Revealed: Erik ten Hag's ridiculously long working hours at Man Utd",36.0,7,1399,1275,86,32,1,0,0,2023-11-12,Sunday,16
Lionel Messi brought the Ballon d'Or to MLS 🐐,116.0,47,5015,3009,1593,158,7,1,2,2023-11-12,Sunday,16
"Start one, bench one, sell one 👇",3598.0,299,31549,28102,3210,48,26,5,2,2023-11-12,Sunday,16
"Pep Guardiola reveals all 👀

GOAL.COM
'Okay, leave' - Pep Guardiola reveals conversation that led to Cole Palmer completing Chelsea transfer",9.0,7,1755,1707,30,10,2,0,3,2023-11-12,Sunday,15
Cristiano Ronaldo scores his 13th Saudi Pro League goal of the season 👑,4079.0,808,82128,60086,10592,10296,141,9,10,2023-11-12,Sunday,14
Luis Enrique after Kylian Mbappe scored a hat-trick 😳,90.0,17,4537,3753,61,677,22,6,4,2023-11-12,Sunday,20
"Cole Palmer is proving everyone wrong 😤

GOAL.COM
Cole Palmer is already proving Man City & doubters wrong at Chelsea",70.0,8,4282,4003,252,9,2,1,2,2023-11-12,Sunday,13
Cristiano Ronaldo is unstoppable right now 😏,1782.0,370,43610,30914,9466,2214,77,4,3,2023-11-12,Sunday,12
"Manchester City are ready to step up their interest in Lucas Paqueta 🇧🇷

GOAL.COM
Man City primed to return for £85m-rated West Ham star Lucas Paqueta in January transfer window",197.0,11,3659,3261,316,25,7,12,14,2023-11-12,Sunday,6
"Manchester City have identified their Kyle Walker replacement 👀

GOAL.COM
Kyle Walker's successor? Chelsea's Premier League rivals Man City eyeing Blues captain Reece James | Goal.com UK",97.0,12,2956,2635,39,256,11,3,2,2023-11-12,Sunday,2
Mikel Arteta's smiling again 😏,101.0,16,7968,6959,906,52,5,1,1,2023-11-12,Sunday,0
"Erik ten Hag will serve a one-match touchline ban and miss Manchester United's clash against Everton 😬

GOAL.COM
Why Erik ten Hag is banned from dugout for next game against Everton despite Red Devils boss not being shown red card",58.0,7,2027,1825,17,166,10,5,3,2023-11-11,Saturday,22
Lionel Messi presented with 8th Ballon d'Or in Miami 🐐,620.0,237,22045,14550,5960,564,22,2,25,2023-11-11,Saturday,19
"❌ Gabriel Jesus
❌ Eddie Nketiah
✅ Leandro Trossard

Have Arsenal solved their No.9 problem? 🤔

GOAL.COM
Arsenal player ratings vs Burnley: Trossard can be the answer to Gunners' No.9 problem",93.0,5,4112,3970,110,10,4,1,1,2023-11-11,Saturday,19
Harry Kane's already scored more goals than last season's Bundesliga top goalscorer... it's November 🤯,543.0,104,29453,24733,4234,136,149,3,4,2023-11-11,Saturday,18
"54321 football quiz: he didn't break a sweat 👏

#football #premierleague #soccer",8.0,2,1620,1460,145,3,3,0,1,2023-11-11,Saturday,18
"After losing two of their last three games, Xavi's message to his Barcelona team is clear 👇

GOAL.COM
""We must restore order!"" - Xavi urges Barcelona to find form after Blaugrana lose twice in three games | Goal.com UK",23.0,9,1452,1319,96,27,2,1,2,2023-11-11,Saturday,17
"Ola Aina went through it playing the football heads up challenge with the Front Three 🤣

#football #premierleague #soccer #nffc #mitoma",1.0,2,1063,1000,57,3,1,0,0,2023-11-11,Saturday,16
Karim Benzema scores first hat-trick in Saudi Pro League 🔥,122.0,109,19182,15372,3524,30,25,1,3,2023-11-11,Saturday,16
Lionel Messi presented his eighth Ballon d'Or to Inter Miami fans 🐐,1305.0,316,50250,34405,11083,3471,48,13,76,2023-11-11,Saturday,16
Which trio was better? 🤔,701.0,24,3471,2711,700,9,0,2,0,2023-11-06,Monday,23
Cristiano Ronaldo nearly breaks goal with long-range strike 💥,1448.0,1150,144048,110879,29015,862,188,23,42,2023-11-06,Monday,22
"Manchester United are winning the Premier League, you heard it here first 🏆",273.0,18,1827,1314,38,468,2,0,2,2023-11-06,Monday,22
"Jude Bellingham offers an update to his injury 😰

GOAL.COM
Jude Bellingham sends out positive message after injuring shoulder",16.0,3,1499,1444,28,9,2,12,0,2023-11-06,Monday,21
Marcus Rashford speaks out on the rumours linking him away from Manchester United 😠,340.0,33,7190,6156,195,793,7,13,3,2023-11-06,Monday,20
Guess the career path: Pepe Reina has played everywhere 🇪🇸 #football #premierleague #soccer,5.0,2,1266,1203,54,3,2,1,0,2023-11-06,Monday,20
"Manchester United could send Antony on loan to Brazil to facilitate this transfer 😧 🇧🇷

GOAL.COM
Man Utd considering signing Brazilian from Flamengo in deal that would see struggling Brazilian depart on loan",89.0,6,2221,1866,31,308,6,4,1,2023-11-06,Monday,19
Pep Guardiola wants his players to be angry 😤,182.0,34,9189,7808,1221,104,6,1,1,2023-11-06,Monday,19
"Bruno Fernandes is the latest player that the Saudi Pro League are reportedly targeting 🇸🇦

GOAL.COM
Saudi Chiefs want to meet Fernandes to discuss potential move away from Old Trafford",55.0,3,1365,1182,21,151,3,2,2,2023-11-06,Monday,18
Carlo Ancelotti confirmed that Jude Bellingham could miss Real Madrid's Champions League clash against Braga due to a shoulder injury 😣,513.0,88,17587,13860,287,546,72,2721,14,2023-11-06,Monday,17
Luis Suarez sits the keeper down and scores for Gremio 🔥,24.0,8,3354,2705,595,6,5,1,0,2023-11-06,Monday,17
Newcastle fan flies through the 54321 football quiz... but no Zlatan for Sweden? 👀 #football #premierleague #soccer,7.0,7,3039,2881,141,2,6,1,0,2023-11-06,Monday,16
"Ange Postecoglu's hit the ground running with Tottenham, but things haven't been so straight forward for Mauricio Pochettino's Chelsea 😶

GOAL.COM
Mauricio Pochettino should learn from Ange Postecoglu if Chelsea are to close the gap on high-flying Tottenham | Goal.com UK",15.0,1,1062,1038,16,6,0,1,1,2023-11-06,Monday,16
,253.0,30,20733,17903,2598,76,29,1,1,2023-11-06,Monday,10
Cristiano Ronaldo has scored 400 goals since he turned 30 years old 👑,1283.0,256,34715,25982,7571,330,148,1,3,2023-11-06,Monday,9
"Arsenal are backing their manager after his heated rant 😡

GOAL.COM
Arsenal release sensational statement backing Mikel Arteta's 'embarrassing' officials claim",73.0,6,1816,1631,37,136,5,3,2,2023-11-06,Monday,7
The world's best 👑,71.0,33,9834,7723,1946,18,6,0,2,2023-11-06,Monday,5
"Andre Onana is full of praise for Manchester United players 😤

GOAL.COM
'They fight!' - Andre Onana singles out Man Utd youngsters for praise",26.0,7,2354,2183,133,30,2,0,1,2023-11-06,Monday,3
Asking Manchester United fans to build the perfect Man City player 🔵🔴,22.0,10,2326,2158,73,81,3,1,1,2023-11-06,Monday,2
We're all with Luis Diaz ❤️,354.0,107,27873,22341,4939,25,12,118,0,2023-11-06,Monday,2
"Barcelona still haven't recovered from El Clasico 😅

GOAL.COM
Xavi admits Barcelona suffered El Clasico hangover against Real Sociedad with Barca boss slamming 'unacceptable' performance | Goal.com UK",33.0,6,1886,1655,28,186,4,8,0,2023-11-06,Monday,1
"They all say football, but can you guess the language? 🌍",6.0,4,1173,1112,50,6,1,1,0,2023-11-06,Monday,0
Lionel Messi isn't ruling anything out 👀,525.0,158,19240,13203,4947,353,28,9,10,2023-11-05,Sunday,23
"Eddie Howe reacts to Mikel Arteta's rant about VAR 😳

GOAL.COM
'Bizarre' - Newcastle boss Eddie Howe responds to Mikel Arteta",200.0,9,2394,2297,42,29,1,5,14,2023-11-05,Sunday,23
Mikel Arteta is left feeling 'sick' from VAR decision 😳,205.0,17,1710,1404,89,195,1,9,8,2023-11-05,Sunday,22
Newcastle fan takes on the 54321 football quiz... a bit of a struggle but we got there in the end ☑️,66.0,49,50248,48703,1263,133,18,4,1,2023-11-05,Sunday,22
Harry Kane is making history in the Bundesliga 😱,189.0,66,10851,9420,1335,15,16,1,1,2023-11-05,Sunday,21
"It was all too much for Marcelo 🥲

GOAL.COM
WATCH: Marcelo breaks down in tears after Fluminense score winner in Copa Libertadores final",20.0,8,4238,3750,460,4,2,0,1,2023-11-05,Sunday,20
Football tic tac toe with Dejan Kulusevski... and Zlatan Ibrahimovic 😏 EA SPORTS FC,156.0,529,15972,13818,297,1808,11,2,0,2023-11-05,Sunday,20
Pep Guardiola gives worrying injury update for Erling Haaland 😨,70.0,21,2587,2211,182,13,4,155,2,2023-11-05,Sunday,19
Cristiano Ronaldo is still the 🐐,3782.0,875,66329,42234,16411,5888,99,16,15,2023-11-05,Sunday,19
You're looking at Manchester City's most underrated player 👏,612.0,217,40105,30911,8640,45,22,10,3,2023-11-05,Sunday,15
"Cristiano Ronaldo helps extend Al-Nassr's unbeaten run to 16 games 🙌

GOAL.COM
Cristiano Ronaldo spends more time arguing with the referee than making a difference as team squeezes past Al-Ettifaq in King Cup: GOAL grades every performance from the Al-Nassr superstar in the 2023-24 season | Goal.com UK",,34,5131,4441,572,57,6,1,2,2023-11-05,Sunday,13
It only took Harry Kane nine minutes to score in Der Klassiker 😈,49.0,8,7157,6142,945,7,5,1,0,2023-11-05,Sunday,11
No context Kai Havertz 💀,413.0,40,13276,11038,222,1937,19,26,11,2023-11-05,Sunday,7
"Jeremy Doku is sensational 💫

GOAL.COM
Dazzling Doku puts the Premier League on notice with outrageous individual display",22.0,10,1799,1627,151,2,4,2,1,2023-11-05,Sunday,5
"Harry Kane's scored 3 hat-tricks in 10 Bundesliga games 🤯

GOAL.COM
Kane grabs hat-trick on Klassiker debut and Leroy Sane is unstoppable as champions enjoy dominant win",36.0,9,2009,1834,155,7,6,1,1,2023-11-05,Sunday,4
Erik Ten Hag reveals reason for making Bruno Fernandes Man Utd captain 🇵🇹,44.0,10,1550,1332,46,164,3,0,2,2023-11-05,Sunday,2
CRISTIANO RONALDO FROM OUTSIDE THE BOX 🚀,1337.0,428,54399,39786,12839,549,55,5,3,2023-11-05,Sunday,2
Edinson Cavani is about to play in the 'game of his life' 🥰,9.0,7,1263,1155,93,9,1,1,0,2023-11-05,Sunday,1
Name the football team from the starting XI: that third one is tough 😰 #football #soccer #premierleague,12.0,2,1544,1484,51,3,1,0,0,2023-11-05,Sunday,1
"Emma Hayes will leave Chelsea as a legend 💙

GOAL.COM
Hayes to leave Chelsea as hugely-successful women's manager's departure for non-club football opportunity confirmed",13.0,0,1122,981,51,2,2,81,0,2023-11-04,Saturday,23
"Leroy Sane is on fire for Bayern Munich this season... but he still misses playing with David Silva 💙

#football #bayern #premierleague #bundesliga",21.0,28,5740,5304,386,5,2,2,1,2023-11-04,Saturday,23
Real Madrid rondo results in hilarious injury 🤣,68.0,142,20611,17962,2044,429,15,4,1,2023-11-04,Saturday,23
"Manchester United needed that win 😅

GOAL.COM
Man Utd player ratings vs Fulham: Concerns around Antony and Christian Eriksen remain",37.0,2,1901,1747,114,28,2,1,2,2023-11-04,Saturday,22
CAPTAIN BRUNO WINS IT IN THE 90TH MINUTE 🔥,438.0,99,20116,16955,2706,261,13,11,15,2023-11-04,Saturday,21
"Guess the #EAFC24 card with Dejan Kulusevski 👀 EA SPORTS FC

#football #eafc #fc24 #premierleague",7.0,7,2962,2795,147,6,0,1,1,2023-11-04,Saturday,21
"Erling Haaland's happy to be so close to Lionel Messi and Kylian Mbappe in the Ballon d'Or votes 💙

#football #soccer #messi #haaland #mbappe",23.0,10,2250,2004,215,6,0,1,1,2023-11-04,Saturday,20
"Bayern Munich have set their price tag for Alphonso Davies 🇨🇦

GOAL.COM
Real Madrid step up Davies pursuit after Bayern Munch set price tag",12.0,5,1456,1415,33,4,1,1,0,2023-11-04,Saturday,20
Pep Guardiola reacts to Erling Haaland missing out on Ballon d'Or to Lionel Messi 🏆,141.0,25,3378,2611,664,57,4,1,1,2023-11-04,Saturday,19
"Football winner stays on... Joelinton solo'd these midfielders 😏

#football #premierleague #newcastle #nufc",892.0,49,6248,4767,170,1265,11,5,6,2023-11-04,Saturday,19
"Wholesome Messi content alert 🚨

GOAL.COM
Just like his dad! Lionel Messi's eldest son Thiago dons Inter Miami kit as mother Antonela Roccuzzo wishes him happy birthday | Goal.com UK",27.0,3,1460,1295,150,5,0,1,1,2023-11-04,Saturday,14
Barcelona aren't over their El Clasico defeat 😤,460.0,92,10209,7322,351,2428,19,47,15,2023-11-04,Saturday,10
"Despite an appeal by the Catalan side, the fine levied on Barcelona for violating UEFA's financial reporting regulations was upheld 😬

GOAL.COM
UEFA reject Barcelona's appeal against fine for misreporting financial figures",30.0,4,1038,914,13,96,5,8,2,2023-11-04,Saturday,5
"The former Barcelona wonder-kid doesn't think Lionel Messi or Cristiano Ronaldo are good role models 😳

GOAL.COM
Lionel Messi & Cristiano Ronaldo are NOT examples to follow!",70.0,1,1605,1403,22,175,1,2,1,2023-11-04,Saturday,3
Lewis Hamilton is bringing the heat to the paddock at the Brazilian Grand Prix 🥵 🇧🇷 🏁,61.0,24,5589,4750,788,15,2,1,1,2023-11-04,Saturday,2
"Manchester United are reportedly already looking for an Andre Onana replacement 😳

GOAL.COM
Man Utd considering move for goalkeeper with Erik ten Hag set to lose No.1 during 2023 AFCON",81.0,7,1870,1583,23,244,9,4,2,2023-11-04,Saturday,1
"Premier League legendary strikers football winner stays on: he was quick, but was he right? ⚡️

#football #soccer #premierleague",23.0,3,1777,1664,101,5,2,2,0,2023-11-03,Friday,23
Dejan Kulusevski builds his perfect footballer... he's a man of culture 🧠 EA SPORTS FC #football #premierleague #soccer,120.0,22,6753,5935,623,85,6,2,2,2023-11-03,Friday,22
Marcelo's bringing the vibes in Fluminense training 😃 🇧🇷,127.0,44,19785,16486,3088,24,9,2,5,2023-11-03,Friday,22
"He could only think of one Manchester City manager 😅

#football #soccer #premierleague",214.0,28,4895,4475,369,25,2,1,1,2023-11-03,Friday,21
"This question annoyed Mikel Arteta 😳

GOAL.COM
Arteta brutally shuts down question following new signing's poor start to life at Arsenal",48.0,3,1630,1561,25,38,3,1,1,2023-11-03,Friday,19
Jose Mourinho's Chelsea v Jurgen Klopp's Liverpool: who wins? ⚔️ #football #premierleague #chelsea #liverpool,445.0,14,3247,3009,147,72,3,0,0,2023-11-03,Friday,19
Thiago Silva's already transitioning into his management era 👊,99.0,26,6944,6030,819,38,10,1,0,2023-11-03,Friday,18
"Jadon Sancho's next move is the most important of his entire career 😦

GOAL.COM
Jadon Sancho's next club: Man Utd outcast's best options ahead of the January transfer window - ranked",52.0,2,2326,2184,121,7,2,5,0,2023-11-03,Friday,17
"Zinedine Zidane to Manchester United.

Discuss 👇",2955.0,306,29043,23305,2203,3109,210,33,35,2023-11-03,Friday,16
Football blind rankings: Jack Grealish catching strays from this Newcastle fan 😭 #football #premierleague #nufc,27.0,19,1836,1780,38,12,1,1,0,2023-11-03,Friday,16
"Manchester United have a few people they could blame... 😬

GOAL.COM
Who is to blame for the absolute mess that is Man Utd's 2023-24 season?",220.0,7,1962,1739,17,194,1,6,1,2023-11-03,Friday,8
"These two managers are being considered to replace Erik ten Hag 😱

GOAL.COM
Man Utd ready to sack Erik ten Hag?! Red Devils considering two alternatives",274.0,21,2544,2164,27,330,11,7,4,2023-11-03,Friday,6
Vinicius Jr is a good guy ❤️,237.0,195,30871,23910,6490,41,20,1,1,2023-11-03,Friday,4
"Why Manchester United missed out on Jude Bellingham 😳

GOAL.COM
Rio Ferdinand reveals exactly why Man Utd missed out on signing of 16-year-old Jude Bellingham in 2020",28.0,4,1345,1208,16,109,3,3,1,2023-11-03,Friday,3
Erling Haaland's dad tells him funny football stories 😂 Manchester City,79.0,94,6769,5861,819,37,3,0,3,2023-11-03,Friday,1
"Ousmane Dembele isn't having his dream start at PSG 😬

GOAL.COM
Ousmane Dembele's dreams of a fresh start at PSG are dying",74.0,5,2712,2291,28,373,8,8,0,2023-11-03,Friday,0
"Messi or Ronaldo, Drake or Taylor Swift? Dejan Kulusevski answers 👀 EA SPORTS FC",137.0,85,19508,15734,3426,100,17,1,1,2023-11-03,Friday,0
Jose Mourinho talking about Manchester United in 2019 👀,1553.0,751,44221,35123,2433,6150,147,202,0,2023-11-02,Thursday,22
Manchester United fans want David de Gea back 😭,750.0,553,16558,14317,1531,535,16,28,6,2023-11-02,Thursday,22
Manchester United fan builds the perfect Man City player 🔴🔵,34.0,18,3633,3343,249,25,2,1,1,2023-11-02,Thursday,21
"Who could replace Erik ten Hag at Manchester United? 🤭

GOAL.COM
Erik ten Hag's time is almost up! The nine managers Man Utd could target to replace him",1681.0,73,7607,6400,69,1080,12,19,22,2023-11-02,Thursday,21
Emi Martinez is a Kylian Mbappe fan ❤️,181.0,37,13460,10609,2551,126,9,1,8,2023-11-02,Thursday,20
"The bad news keeps coming for Manchester United fans 😓

GOAL.COM
Casemiro suffers another injury setback as Erik ten Hag confirms blow against Newcastle",49.0,2,1127,982,10,109,5,19,1,2023-11-02,Thursday,19
"Jurgen Klopp's reaction to discovering Manchester United lost 3-0 to Newcastle in the Carabao Cup 🤣

#football #soccer #liverpool",100.0,51,3883,3060,41,767,4,3,1,2023-11-02,Thursday,18
Both Real Betis and Getafe scored 12 goals each in the Copa del Rey 🤩,81.0,17,6874,5885,254,651,63,1,1,2023-11-02,Thursday,18
"If Arsenal or Chelsea want Ivan Toney, they'll need to pay Brentford £100m 🤯

GOAL.COM
Brentford slap eye-watering £100m price tag on Chelsea and Arsenal target Toney",156.0,10,2002,1652,21,315,11,1,1,2023-11-02,Thursday,17
"Erik ten Hag's criticised Antony's performances in recent games 😳

GOAL.COM
Ten Hag makes Antony ‘levels’ claim after Manchester United winger struggles again in Carabao Cup exit",55.0,1,1219,1051,13,149,2,1,3,2023-11-02,Thursday,17
Manchester United have lost 3-0 in back-to-back home games 😨,1059.0,84,10264,7204,97,2732,18,112,71,2023-11-02,Thursday,16
Can you guess the top 10 teams with the most losses in Premier League history? 📉 #football #premierleague #soccer,24.0,5,1117,1062,36,16,2,0,0,2023-11-02,Thursday,16
"A man has been arrested in connection with kidnapping the father of Liverpool star Luis Diaz, according to a report.

GOAL.COM
Man arrested in connection with kidnapping of Liverpool star Luis Diaz's father as Colombians march for his release | Goal.com UK",14.0,6,1266,1161,88,0,7,2,1,2023-11-02,Thursday,13
John Terry couldn't have predicted how Mohamed Salah and Kevin De Bruyne exploded onto the scene 😅,24.0,9,3262,2856,376,8,3,0,0,2023-11-02,Thursday,11
"Inter Miami are going full Barcelona next season 😈

GOAL.COM
Revealed: Luis Suarez on track to join ex-Barcelona team-mate Lionel Messi at Inter Miami",26.0,6,1515,1284,159,55,5,1,0,2023-11-02,Thursday,9
The Messi's ❤️ 📸 IG:leomessi,415.0,226,30987,21371,8811,113,12,3,5,2023-11-02,Thursday,7
"Ivan Toney's reported price tag is HUGE 🤯

GOAL.COM
Brentford slap eye-watering £100m price tag on Chelsea and Arsenal target Ivan Toney",27.0,3,978,854,14,103,5,1,0,2023-11-02,Thursday,6
Getafe hit double digits against CF-Tardienta 😳,106.0,28,4962,4254,426,148,117,4,0,2023-11-02,Thursday,5
